isActive,isRookie,namePlayer,idPlayer,countSeasons,yearSeasonFirst,yearSeasonLast,idTeam,hasGamesPlayedFlag,urlPlayerStats,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerActionPhoto,hasHeadShot,hasThumbnail,hasAction,urlPlayerPhoto
FALSE,FALSE,Leo Rautins,77916,1,1983,1984,NA,FALSE,https://stats.nba.com/player/77916,https://stats.nba.com/media/players/230x185/77916.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77916.png,https://stats.nba.com/media/players/700/77916.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77916.png
FALSE,FALSE,Allan Ray,200810,0,2006,2006,NA,FALSE,https://stats.nba.com/player/200810,https://stats.nba.com/media/players/230x185/200810.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200810.png,https://stats.nba.com/media/players/700/200810.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/200810.png
FALSE,FALSE,Clifford Ray,77917,9,1971,1980,NA,FALSE,https://stats.nba.com/player/77917,https://stats.nba.com/media/players/230x185/77917.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77917.png,https://stats.nba.com/media/players/700/77917.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77917.png
FALSE,FALSE,Don Ray,77918,0,1949,1949,NA,FALSE,https://stats.nba.com/player/77918,https://stats.nba.com/media/players/230x185/77918.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77918.png,https://stats.nba.com/media/players/700/77918.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77918.png
FALSE,FALSE,Jamesearl Ray,77920,2,1980,1982,NA,FALSE,https://stats.nba.com/player/77920,https://stats.nba.com/media/players/230x185/77920.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77920.png,https://stats.nba.com/media/players/700/77920.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77920.png
FALSE,FALSE,Jim Ray,77919,3,1956,1959,NA,FALSE,https://stats.nba.com/player/77919,https://stats.nba.com/media/players/230x185/77919.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77919.png,https://stats.nba.com/media/players/700/77919.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77919.png
FALSE,FALSE,Craig Raymond,77921,0,1968,1968,NA,FALSE,https://stats.nba.com/player/77921,https://stats.nba.com/media/players/230x185/77921.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77921.png,https://stats.nba.com/media/players/700/77921.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77921.png
FALSE,FALSE,Connie Rea,77922,0,1953,1953,NA,FALSE,https://stats.nba.com/player/77922,https://stats.nba.com/media/players/230x185/77922.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77922.png,https://stats.nba.com/media/players/700/77922.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77922.png
FALSE,FALSE,Joe Reaves,77923,0,1973,1973,NA,FALSE,https://stats.nba.com/player/77923,https://stats.nba.com/media/players/230x185/77923.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77923.png,https://stats.nba.com/media/players/700/77923.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77923.png
TRUE,TRUE,Josh Reaves,1629729,0,2019,2019,1610612742,FALSE,https://stats.nba.com/player/1629729,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629729.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629729.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,NA,NA,NA,https://stats.nba.com/media/img/league/nba-headshot-fallback.png
FALSE,FALSE,Zeljko Rebraca,1442,4,2001,2005,NA,FALSE,https://stats.nba.com/player/1442,https://stats.nba.com/media/players/230x185/1442.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1442.png,https://stats.nba.com/media/players/700/1442.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/1442.png
FALSE,FALSE,Eldridge Recasner,695,7,1994,2001,NA,FALSE,https://stats.nba.com/player/695,https://stats.nba.com/media/players/230x185/695.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/695.png,https://stats.nba.com/media/players/700/695.png,TRUE,TRUE,TRUE,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/695.png
FALSE,FALSE,Michael Redd,2072,11,2000,2011,NA,FALSE,https://stats.nba.com/player/2072,https://stats.nba.com/media/players/230x185/2072.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2072.png,https://stats.nba.com/media/players/700/2072.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/2072.png
TRUE,TRUE,Cam Reddish,1629629,0,2019,2019,1610612737,FALSE,https://stats.nba.com/player/1629629,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629629.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629629.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,NA,NA,NA,https://stats.nba.com/media/img/league/nba-headshot-fallback.png
FALSE,FALSE,Frank Reddout,77925,0,1953,1953,NA,FALSE,https://stats.nba.com/player/77925,https://stats.nba.com/media/players/230x185/77925.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77925.png,https://stats.nba.com/media/players/700/77925.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77925.png
TRUE,FALSE,JJ Redick,200755,13,2006,2019,1610612740,FALSE,https://stats.nba.com/player/200755,https://stats.nba.com/media/players/230x185/200755.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png,https://stats.nba.com/media/players/700/200755.png,TRUE,TRUE,TRUE,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png
FALSE,FALSE,Marlon Redmond,77926,1,1978,1979,NA,FALSE,https://stats.nba.com/player/77926,https://stats.nba.com/media/players/230x185/77926.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/77926.png,https://stats.nba.com/media/players/700/77926.png,FALSE,TRUE,TRUE,https://stats.nba.com/media/players/230x185/77926.png
